epoch,step,train_acc_epoch,train_acc_step,train_loss
9,3799,,0.765625,0.8918850421905518
9,3849,,0.8671875,0.6252419352531433
9,3899,,0.8125,0.7977376580238342
9,3909,0.8198599815368652,,
10,3949,,0.84375,0.7480643391609192
10,3999,,0.796875,0.7488407492637634
10,4049,,0.7734375,0.8317614793777466
10,4099,,0.8125,0.7066649198532104
10,4149,,0.8515625,0.7111192941665649
10,4199,,0.828125,0.6806290149688721
10,4249,,0.8203125,0.6961236596107483
10,4299,,0.8671875,0.6643813252449036
10,4300,0.8304600119590759,,
11,4349,,0.796875,0.8226844668388367
11,4399,,0.84375,0.6846789717674255
11,4449,,0.8671875,0.6792474985122681
11,4499,,0.8359375,0.6701200008392334
11,4549,,0.890625,0.5664830207824707
11,4599,,0.7890625,0.7976775765419006
11,4649,,0.828125,0.6547850966453552
11,4691,0.8401200175285339,,
12,4699,,0.8359375,0.7226255536079407
12,4749,,0.8359375,0.6545836329460144
12,4799,,0.8203125,0.7257031202316284
12,4849,,0.796875,0.7965641617774963
12,4899,,0.828125,0.6712499260902405
12,4949,,0.8203125,0.7057628035545349
12,4999,,0.859375,0.6684819459915161
12,5049,,0.828125,0.6777222156524658
12,5082,0.8500400185585022,,
13,5099,,0.8359375,0.7111160755157471
13,5149,,0.84375,0.6647953987121582
13,5199,,0.8515625,0.6251789331436157
13,5249,,0.84375,0.7103471159934998
13,5299,,0.8359375,0.6159388422966003
13,5349,,0.8671875,0.582434892654419
13,5399,,0.8515625,0.7185109853744507
13,5449,,0.8671875,0.604838490486145
13,5473,0.8602799773216248,,
14,5499,,0.8828125,0.595878541469574
14,5549,,0.8125,0.6865289211273193
14,5599,,0.890625,0.5683804750442505
14,5649,,0.890625,0.6024442911148071
14,5699,,0.859375,0.6726274490356445
14,5749,,0.890625,0.5302457809448242
14,5799,,0.9140625,0.5190552473068237
14,5849,,0.8984375,0.627736508846283
14,5864,0.8727999925613403,,
15,5899,,0.9140625,0.49086853861808777
15,5949,,0.890625,0.5297064185142517
15,5999,,0.8671875,0.5961204171180725
15,6049,,0.875,0.6020432114601135
15,6099,,0.9375,0.46307921409606934
15,6149,,0.921875,0.5120384693145752
15,6199,,0.7890625,0.7377469539642334
15,6249,,0.8828125,0.5680956244468689
15,6255,0.8839200139045715,,
16,6299,,0.921875,0.4824352562427521
16,6349,,0.8828125,0.6191913485527039
16,6399,,0.90625,0.5729182958602905
16,6449,,0.875,0.6389740109443665
16,6499,,0.890625,0.5546043515205383
16,6549,,0.8515625,0.6957013010978699
16,6599,,0.921875,0.4599328935146332
16,6646,0.8964200019836426,,
17,6649,,0.9453125,0.4155368208885193
17,6699,,0.953125,0.4395082890987396
17,6749,,0.90625,0.5118553638458252
17,6799,,0.9140625,0.47136765718460083
17,6849,,0.8984375,0.50029057264328
17,6899,,0.9140625,0.46763765811920166
17,6949,,0.9296875,0.4770103991031647
17,6999,,0.8828125,0.5515912175178528
17,7037,0.906440019607544,,
18,7049,,0.8984375,0.5180894732475281
18,7099,,0.921875,0.502368152141571
18,7149,,0.9375,0.43964046239852905
18,7199,,0.9140625,0.5794110298156738
18,7249,,0.9453125,0.42453914880752563
18,7299,,0.9375,0.46781083941459656
18,7349,,0.9140625,0.47151777148246765
18,7399,,0.8984375,0.5111938118934631
18,7428,0.9188399910926819,,
19,7449,,0.9375,0.419199675321579
19,7499,,0.9453125,0.4576512575149536
19,7549,,0.9453125,0.47596272826194763
19,7599,,0.9375,0.48372453451156616
19,7649,,0.9296875,0.4464327096939087
19,7699,,0.90625,0.4724256992340088
19,7749,,0.90625,0.5429916381835938
19,7799,,0.8828125,0.5611457824707031
19,7819,0.9333000183105469,,
20,7849,,0.9375,0.43042460083961487
20,7899,,0.8984375,0.5321804881095886
20,7949,,0.9609375,0.3779568076133728
20,7999,,0.9453125,0.434391051530838
20,8049,,0.9609375,0.3959711194038391
20,8099,,0.96875,0.4239703416824341
20,8149,,0.9609375,0.390664279460907
20,8199,,0.953125,0.3942229449748993
20,8210,0.9424200057983398,,
21,8249,,0.9609375,0.38865965604782104
21,8299,,0.9609375,0.38928064703941345
21,8349,,0.90625,0.49253049492836
21,8399,,0.96875,0.36333829164505005
21,8449,,0.984375,0.3360486626625061
21,8499,,0.9765625,0.3710916042327881
21,8549,,0.9375,0.425548791885376
21,8599,,0.96875,0.36114656925201416
21,8601,0.9542999863624573,,
22,8649,,0.9765625,0.3461691439151764
22,8699,,0.984375,0.3635575771331787
22,8749,,0.984375,0.3352658152580261
22,8799,,0.9921875,0.3282873034477234
22,8849,,0.984375,0.3473893702030182
22,8899,,0.953125,0.3831985592842102
22,8949,,0.984375,0.3595462143421173
22,8992,0.9614400267601013,,
23,8999,,0.953125,0.39124786853790283
23,9049,,0.9765625,0.34607186913490295
23,9099,,0.96875,0.3926295340061188
23,9149,,0.9609375,0.34384432435035706
23,9199,,0.9453125,0.4256525933742523
23,9249,,0.9921875,0.3593032658100128
23,9299,,0.9765625,0.37322819232940674
23,9349,,0.9765625,0.3298042118549347
23,9383,0.9646400213241577,,
24,9399,,0.9921875,0.3211689591407776
24,9449,,0.9765625,0.35631290078163147
24,9499,,0.9765625,0.32873204350471497
24,9549,,0.984375,0.3594531714916229
24,9599,,0.9609375,0.37237319350242615
24,9649,,0.984375,0.3516024351119995
24,9699,,0.984375,0.32180508971214294
24,9749,,0.9609375,0.3696866035461426
24,9774,0.9661999940872192,,
