epoch,step,train_acc_step,train_loss
0,49,0.4296875,1.6135287284851074
0,99,0.4453125,1.6374198198318481
0,149,0.421875,1.6792314052581787
0,199,0.5,1.5071228742599487
0,249,0.46875,1.537217378616333
0,299,0.4609375,1.5289998054504395
