epoch,step,train_loss
0,49,1.7997283935546875
0,99,1.6938400268554688
0,149,1.63427734375
0,199,1.6271438598632812
0,249,1.3738784790039062
0,299,1.0898818969726562
0,349,1.065948486328125
1,399,1.1442861557006836
1,449,1.0369000434875488
1,499,1.0071754455566406
1,549,0.9039120674133301
1,599,0.8973373174667358
1,649,0.9280779361724854
1,699,0.9700931310653687
1,749,0.9673340320587158
2,799,0.9414873123168945
2,849,0.9845302104949951
2,899,0.9789016246795654
2,949,0.89326012134552
2,999,0.8533391952514648
2,1049,0.997503936290741
2,1099,0.666691780090332
2,1149,0.7275897264480591
3,1199,0.7089871764183044
3,1249,0.5347222089767456
3,1299,0.6692163944244385
3,1349,0.7645372152328491
3,1399,0.7964345812797546
3,1449,0.6772897243499756
3,1499,0.5710024237632751
3,1549,0.6319806575775146
4,1599,0.662259578704834
4,1649,0.4917037785053253
4,1699,0.6591770052909851
4,1749,0.6506381034851074
4,1799,0.5721743702888489
4,1849,0.6446264982223511
4,1899,0.5430184602737427
4,1949,0.5373997688293457
5,1999,0.5131696462631226
5,2049,0.6772180795669556
5,2099,0.5187036991119385
5,2149,0.5073550343513489
5,2199,0.5319534540176392
5,2249,0.5523638129234314
5,2299,0.5292909145355225
6,2349,0.5177377462387085
6,2399,0.43665650486946106
6,2449,0.5477703213691711
6,2499,0.5154981017112732
6,2549,0.502799391746521
6,2599,0.5258462429046631
6,2649,0.4601972997188568
6,2699,0.4704357981681824
7,2749,0.5024542808532715
7,2799,0.43600621819496155
7,2849,0.4032835364341736
7,2899,0.3853815197944641
7,2949,0.5471886992454529
7,2999,0.4221157729625702
7,3049,0.4034489691257477
7,3099,0.5206456184387207
8,3149,0.4294467568397522
8,3199,0.4970969557762146
8,3249,0.32805007696151733
8,3299,0.4022553563117981
8,3349,0.4530180096626282
8,3399,0.40089982748031616
8,3449,0.38300299644470215
8,3499,0.3664657175540924
9,3549,0.47010523080825806
9,3599,0.3894329071044922
9,3649,0.31130456924438477
9,3699,0.3357694745063782
9,3749,0.4033322334289551
9,3799,0.42312243580818176
9,3849,0.28468412160873413
9,3899,0.2742307186126709
10,3949,0.3157433569431305
10,3999,0.26204222440719604
10,4049,0.2828466296195984
10,4099,0.3302607536315918
10,4149,0.30170851945877075
10,4199,0.35211506485939026
10,4249,0.36285412311553955
10,4299,0.2653470039367676
11,4349,0.23323673009872437
11,4399,0.29648101329803467
11,4449,0.43442100286483765
11,4499,0.4089244306087494
11,4549,0.2858889698982239
11,4599,0.31701210141181946
11,4649,0.2066749632358551
12,4699,0.32688969373703003
12,4749,0.2769961357116699
12,4799,0.15191657841205597
12,4849,0.29287680983543396
12,4899,0.34228700399398804
12,4949,0.25775986909866333
12,4999,0.429498553276062
12,5049,0.24119159579277039
13,5099,0.16069366037845612
13,5149,0.22460629045963287
13,5199,0.249098539352417
13,5249,0.20648494362831116
13,5299,0.208682119846344
13,5349,0.23587927222251892
13,5399,0.25108468532562256
13,5449,0.3836389482021332
14,5499,0.2235991209745407
14,5549,0.2558972239494324
14,5599,0.2092551589012146
14,5649,0.28299620747566223
14,5699,0.2685833275318146
14,5749,0.22517497837543488
14,5799,0.2967766523361206
14,5849,0.28067725896835327
15,5899,0.22695739567279816
15,5949,0.23658685386180878
15,5999,0.08872359246015549
15,6049,0.1747133433818817
15,6099,0.17438487708568573
15,6149,0.1150340884923935
15,6199,0.3872705101966858
15,6249,0.19142502546310425
16,6299,0.18344566226005554
16,6349,0.15079115331172943
16,6399,0.12880395352840424
16,6449,0.11094679683446884
16,6499,0.1050756573677063
16,6549,0.18685048818588257
16,6599,0.2085193693637848
17,6649,0.10018821060657501
17,6699,0.21423669159412384
17,6749,0.08877244591712952
17,6799,0.20048144459724426
17,6849,0.21423126757144928
17,6899,0.20182223618030548
17,6949,0.1462157666683197
17,6999,0.08025865256786346
18,7049,0.11592800915241241
18,7099,0.11399023234844208
18,7149,0.20896722376346588
18,7199,0.12766368687152863
18,7249,0.14136745035648346
18,7299,0.1515214443206787
18,7349,0.16081632673740387
18,7399,0.10672254860401154
19,7449,0.232060506939888
19,7499,0.19895333051681519
19,7549,0.1301417350769043
19,7599,0.13357439637184143
19,7649,0.11170214414596558
19,7699,0.09095071256160736
19,7749,0.16615284979343414
19,7799,0.10016261786222458
