epoch,step,train_loss
0,49,1.7642936706542969
0,99,1.5715446472167969
0,149,1.3866081237792969
0,199,1.5005054473876953
0,249,1.286515235900879
0,299,1.2426247596740723
0,349,1.1445872783660889
1,399,1.2947516441345215
1,449,0.9794347286224365
1,499,0.9798533916473389
1,549,1.153275966644287
1,599,0.9919405579566956
1,649,1.0360398292541504
1,699,0.9368315935134888
1,749,0.8740020990371704
2,799,0.7937781810760498
2,849,0.7189367413520813
2,899,0.9538419842720032
2,949,0.7455449104309082
2,999,1.0025914907455444
2,1049,0.811414361000061
2,1099,0.745559811592102
2,1149,0.5559244155883789
3,1199,0.6756986379623413
3,1249,0.46443527936935425
3,1299,0.7160118818283081
3,1349,0.6562356948852539
3,1399,0.8597015142440796
3,1449,0.6082092523574829
3,1499,0.5576455593109131
3,1549,0.5170139074325562
4,1599,0.594939112663269
4,1649,0.6195108890533447
4,1699,0.6071617603302002
4,1749,0.5751194953918457
4,1799,0.5486660003662109
4,1849,0.6993077397346497
4,1899,0.7085347175598145
4,1949,0.43281298875808716
5,1999,0.47804075479507446
5,2049,0.6175752878189087
5,2099,0.6767560243606567
5,2149,0.6611492037773132
5,2199,0.4184997081756592
5,2249,0.5150694251060486
5,2299,0.5414110422134399
6,2349,0.42050230503082275
6,2399,0.4772932529449463
6,2449,0.47765612602233887
6,2499,0.592534065246582
6,2549,0.49634021520614624
6,2599,0.5182728171348572
6,2649,0.5182100534439087
6,2699,0.3167838752269745
7,2749,0.3023063838481903
7,2799,0.4242769777774811
7,2849,0.42542970180511475
7,2899,0.42985376715660095
7,2949,0.28564944863319397
7,2999,0.6688830256462097
7,3049,0.44615113735198975
7,3099,0.47900375723838806
8,3149,0.3419398069381714
8,3199,0.3201023042201996
8,3249,0.39712443947792053
8,3299,0.4004455804824829
8,3349,0.4162505865097046
8,3399,0.38348934054374695
8,3449,0.40288788080215454
8,3499,0.39999014139175415
9,3549,0.3590274453163147
9,3599,0.37303438782691956
9,3649,0.3748651146888733
9,3699,0.42374834418296814
9,3749,0.35490185022354126
9,3799,0.3457060158252716
9,3849,0.4055720567703247
9,3899,0.44807273149490356
10,3949,0.2733919024467468
10,3999,0.2683461606502533
10,4049,0.2988989055156708
10,4099,0.27194732427597046
10,4149,0.33126577734947205
10,4199,0.2602611482143402
10,4249,0.4585723876953125
10,4299,0.3652441203594208
11,4349,0.2918585538864136
11,4399,0.2540927231311798
11,4449,0.2316220998764038
11,4499,0.3128993511199951
11,4549,0.2475782036781311
11,4599,0.2746073603630066
11,4649,0.2905525267124176
12,4699,0.3492945432662964
12,4749,0.15595829486846924
12,4799,0.21346953511238098
12,4849,0.33244770765304565
12,4899,0.22668451070785522
12,4949,0.16450530290603638
12,4999,0.2693938612937927
12,5049,0.3221934735774994
13,5099,0.1392524540424347
13,5149,0.24196043610572815
13,5199,0.3004005551338196
13,5249,0.23029755055904388
13,5299,0.23689381778240204
13,5349,0.13694080710411072
13,5399,0.22291971743106842
13,5449,0.28458207845687866
14,5499,0.24838106334209442
14,5549,0.15642662346363068
14,5599,0.2185015082359314
14,5649,0.21317321062088013
14,5699,0.2904006838798523
14,5749,0.11641983687877655
14,5799,0.2773140072822571
14,5849,0.32003918290138245
15,5899,0.17387111485004425
15,5949,0.16178441047668457
15,5999,0.25287920236587524
15,6049,0.17892299592494965
15,6099,0.1570345014333725
15,6149,0.16944092512130737
15,6199,0.2705855667591095
15,6249,0.17342451214790344
16,6299,0.10761242359876633
16,6349,0.16064447164535522
16,6399,0.1776297390460968
16,6449,0.19878071546554565
16,6499,0.2416922152042389
16,6549,0.18462219834327698
16,6599,0.18977266550064087
17,6649,0.15914911031723022
17,6699,0.11627170443534851
17,6749,0.11724935472011566
17,6799,0.09922477602958679
17,6849,0.2324703484773636
17,6899,0.15776070952415466
17,6949,0.13760322332382202
17,6999,0.12399216741323471
18,7049,0.06690588593482971
18,7099,0.1544930636882782
18,7149,0.14901971817016602
18,7199,0.07491219788789749
18,7249,0.16177435219287872
18,7299,0.06690975278615952
18,7349,0.21502350270748138
18,7399,0.14913812279701233
19,7449,0.17708274722099304
19,7499,0.1173509806394577
19,7549,0.09341402351856232
19,7599,0.18499264121055603
19,7649,0.0741676539182663
19,7699,0.12457133829593658
19,7749,0.17888939380645752
19,7799,0.06806384772062302
