epoch,step,train_acc_epoch,train_acc_step,train_loss
8,3199,,0.7734375,0.8886470198631287
8,3249,,0.71875,1.0479536056518555
8,3299,,0.8125,0.7235391736030579
8,3349,,0.7421875,0.9755204916000366
8,3399,,0.765625,0.9598121047019958
8,3449,,0.7421875,0.8923302292823792
8,3499,,0.75,0.9890360236167908
8,3518,0.7662000060081482,,
9,3549,,0.7421875,0.9052919149398804
9,3599,,0.84375,0.7413377165794373
9,3649,,0.84375,0.7119395136833191
9,3699,,0.8203125,0.7863044142723083
9,3749,,0.7890625,0.7856304049491882
9,3799,,0.8359375,0.739075243473053
9,3849,,0.765625,0.9629971385002136
9,3899,,0.6953125,1.0085844993591309
9,3909,0.7782800197601318,,
10,3949,,0.796875,0.8494689464569092
10,3999,,0.78125,0.7713502645492554
10,4049,,0.828125,0.766564130783081
10,4099,,0.71875,0.9840522408485413
10,4149,,0.8046875,0.8226126432418823
10,4199,,0.859375,0.7357616424560547
10,4249,,0.78125,0.8004575371742249
10,4299,,0.71875,0.9488205313682556
10,4300,0.7881600260734558,,
11,4349,,0.8125,0.8276051878929138
11,4399,,0.7734375,0.8860686421394348
11,4449,,0.734375,0.917582631111145
11,4499,,0.8359375,0.8028771877288818
11,4549,,0.828125,0.7342603206634521
11,4599,,0.7578125,0.8668355941772461
11,4649,,0.890625,0.6464922428131104
11,4691,0.798740029335022,,
12,4699,,0.8359375,0.6913933753967285
12,4749,,0.8828125,0.6849162578582764
12,4799,,0.8515625,0.7002359628677368
12,4849,,0.7734375,0.8831903338432312
12,4899,,0.8203125,0.814519464969635
12,4949,,0.8203125,0.7557846307754517
12,4999,,0.765625,0.846043050289154
12,5049,,0.7734375,0.8249419331550598
12,5082,0.8074600100517273,,
13,5099,,0.8984375,0.6176941394805908
13,5149,,0.84375,0.679523229598999
13,5199,,0.8125,0.7684453725814819
13,5249,,0.8046875,0.7358514070510864
13,5299,,0.78125,0.7472242116928101
13,5349,,0.8125,0.7890611886978149
13,5399,,0.8125,0.7742893099784851
13,5449,,0.78125,0.8606322407722473
13,5473,0.821619987487793,,
14,5499,,0.8125,0.8047380447387695
14,5549,,0.8359375,0.7155086994171143
14,5599,,0.859375,0.6646246910095215
14,5649,,0.84375,0.7439321279525757
14,5699,,0.796875,0.7410205602645874
14,5749,,0.828125,0.6532435417175293
14,5799,,0.8125,0.7122341394424438
14,5849,,0.765625,0.7747437953948975
14,5864,0.8295000195503235,,
15,5899,,0.8515625,0.7136008143424988
15,5949,,0.84375,0.6636074781417847
15,5999,,0.8125,0.7132725715637207
15,6049,,0.8125,0.7293577194213867
15,6099,,0.8671875,0.5883814096450806
15,6149,,0.8515625,0.6118939518928528
15,6199,,0.8203125,0.7765014171600342
15,6249,,0.8671875,0.6122673749923706
15,6255,0.8451600074768066,,
16,6299,,0.84375,0.6288798451423645
16,6349,,0.8515625,0.6776817440986633
16,6399,,0.859375,0.6183463931083679
16,6449,,0.8359375,0.6538828015327454
16,6499,,0.8515625,0.6116688251495361
16,6549,,0.8125,0.6939998865127563
16,6599,,0.8515625,0.6906108856201172
16,6646,0.859000027179718,,
17,6649,,0.859375,0.6824912428855896
17,6699,,0.8828125,0.5399518013000488
17,6749,,0.8828125,0.5056330561637878
17,6799,,0.8046875,0.7631019353866577
17,6849,,0.875,0.64665287733078
17,6899,,0.8671875,0.5801204442977905
17,6949,,0.890625,0.5219242572784424
17,6999,,0.8515625,0.6970117092132568
17,7037,0.8716400265693665,,
18,7049,,0.8046875,0.7199492454528809
18,7099,,0.8671875,0.6511748433113098
18,7149,,0.859375,0.5812757015228271
18,7199,,0.890625,0.5870097279548645
18,7249,,0.90625,0.5141226649284363
18,7299,,0.875,0.6530280113220215
18,7349,,0.8828125,0.5999495387077332
18,7399,,0.875,0.5720281600952148
18,7428,0.8865799903869629,,
19,7449,,0.9140625,0.4969029724597931
19,7499,,0.8671875,0.5688357353210449
19,7549,,0.9140625,0.5216438174247742
19,7599,,0.8984375,0.5775679349899292
19,7649,,0.875,0.6084088087081909
19,7699,,0.9296875,0.5300540328025818
19,7749,,0.8671875,0.547636866569519
19,7799,,0.9296875,0.5013933777809143
19,7819,0.900600016117096,,
20,7849,,0.90625,0.5218708515167236
20,7899,,0.8828125,0.5578033924102783
20,7949,,0.9140625,0.514315664768219
20,7999,,0.9140625,0.5280965566635132
20,8049,,0.953125,0.4333273768424988
20,8099,,0.8828125,0.5466008186340332
20,8149,,0.890625,0.5280377864837646
20,8199,,0.921875,0.4836876094341278
20,8210,0.9145799875259399,,
21,8249,,0.9375,0.4611509144306183
21,8299,,0.875,0.5995961427688599
21,8349,,0.9296875,0.5005379319190979
21,8399,,0.890625,0.5284769535064697
21,8449,,0.9140625,0.4993247389793396
21,8499,,0.8828125,0.5796008706092834
21,8549,,0.9453125,0.4411095380783081
21,8599,,0.8984375,0.4919814169406891
21,8601,0.9249399900436401,,
22,8649,,0.9375,0.455260694026947
22,8699,,0.9296875,0.45592448115348816
22,8749,,0.953125,0.4171003997325897
22,8799,,0.9453125,0.45458173751831055
22,8849,,0.90625,0.5244770050048828
22,8899,,0.9296875,0.4846735894680023
22,8949,,0.9296875,0.436652272939682
22,8992,0.9326199889183044,,
23,8999,,0.953125,0.4289630949497223
23,9049,,0.9140625,0.5131474137306213
23,9099,,0.9375,0.45227041840553284
23,9149,,0.953125,0.42852768301963806
23,9199,,0.9765625,0.37312060594558716
23,9249,,0.9765625,0.355947881937027
23,9299,,0.9296875,0.45097804069519043
23,9349,,0.9296875,0.45033684372901917
23,9383,0.9397799968719482,,
24,9399,,0.9375,0.45855024456977844
24,9449,,0.9375,0.4430893659591675
24,9499,,0.9609375,0.43976110219955444
24,9549,,0.9609375,0.4096646010875702
24,9599,,0.9765625,0.36087891459465027
24,9649,,0.9609375,0.3913969099521637
24,9699,,0.9375,0.4289921522140503
24,9749,,0.9609375,0.39341771602630615
24,9774,0.9415000081062317,,
