epoch,step,train_acc_epoch,train_acc_step,train_loss
14,5799,,0.8203125,0.8865635991096497
14,5849,,0.8046875,1.0007692575454712
14,5864,0.8445199728012085,,
15,5899,,0.8828125,0.7750833630561829
15,5949,,0.8359375,0.8630526661872864
15,5999,,0.8828125,0.7616190314292908
15,6049,,0.921875,0.703140377998352
15,6099,,0.8828125,0.7430830597877502
15,6149,,0.8515625,0.8295007348060608
15,6199,,0.8125,0.9524622559547424
15,6249,,0.875,0.7664681673049927
15,6255,0.8644000291824341,,
16,6299,,0.8359375,0.8784690499305725
16,6349,,0.9375,0.6685976386070251
16,6399,,0.8515625,0.8394164443016052
16,6449,,0.9140625,0.6935945749282837
16,6499,,0.8203125,0.9106002449989319
16,6549,,0.90625,0.6881654858589172
16,6599,,0.921875,0.7222933173179626
16,6646,0.8847399950027466,,
17,6649,,0.90625,0.721371591091156
17,6699,,0.890625,0.7254992723464966
17,6749,,0.890625,0.751876711845398
17,6799,,0.90625,0.7402186989784241
17,6849,,0.8828125,0.7991600632667542
17,6899,,0.890625,0.7428682446479797
17,6949,,0.921875,0.6780233979225159
17,6999,,0.8984375,0.7341718077659607
17,7037,0.9005600214004517,,
18,7049,,0.9375,0.6727937459945679
18,7099,,0.8671875,0.7750129103660583
18,7149,,0.9453125,0.6778154373168945
18,7199,,0.875,0.7647733688354492
18,7249,,0.90625,0.7253468036651611
18,7299,,0.9375,0.6368346810340881
18,7349,,0.9609375,0.592607855796814
18,7399,,0.8359375,0.8284838795661926
18,7428,0.9124799966812134,,
19,7449,,0.9296875,0.6577270030975342
19,7499,,0.9140625,0.676750659942627
19,7549,,0.90625,0.6760508418083191
19,7599,,0.8984375,0.7382653951644897
19,7649,,0.90625,0.735958993434906
19,7699,,0.90625,0.7243492007255554
19,7749,,0.9140625,0.7528626918792725
19,7799,,0.9453125,0.654806911945343
19,7819,0.9145799875259399,,
