epoch,step,train_acc_epoch,train_acc_step,train_loss
0,49,,0.3984375,1.792095422744751
0,99,,0.515625,1.5717408657073975
0,149,,0.4609375,1.7591400146484375
0,199,,0.4140625,1.7112020254135132
0,249,,0.46875,1.7342536449432373
0,299,,0.4296875,1.7033451795578003
0,349,,0.3828125,1.7498739957809448
0,390,0.4257799983024597,,
1,399,,0.484375,1.6553980112075806
1,449,,0.4453125,1.7093075513839722
1,499,,0.453125,1.6461360454559326
1,549,,0.5703125,1.4786643981933594
1,599,,0.5078125,1.5653254985809326
1,649,,0.5078125,1.5669804811477661
1,699,,0.53125,1.5352753400802612
1,749,,0.5703125,1.4884401559829712
1,781,0.5317999720573425,,
2,799,,0.609375,1.3714543581008911
2,849,,0.5625,1.4847043752670288
2,899,,0.625,1.3812329769134521
2,949,,0.546875,1.5396724939346313
2,999,,0.6171875,1.3241578340530396
2,1049,,0.625,1.3214577436447144
2,1099,,0.6015625,1.4008920192718506
2,1149,,0.6171875,1.3056257963180542
2,1172,0.6123600006103516,,
3,1199,,0.71875,1.2135522365570068
3,1249,,0.6796875,1.2562648057937622
3,1299,,0.65625,1.1887210607528687
3,1349,,0.6484375,1.314346432685852
3,1399,,0.65625,1.26580011844635
3,1449,,0.7265625,1.1945830583572388
3,1499,,0.6640625,1.3312695026397705
3,1549,,0.65625,1.2934370040893555
3,1563,0.6582000255584717,,
4,1599,,0.7109375,1.183010458946228
4,1649,,0.6015625,1.3523449897766113
4,1699,,0.7109375,1.2076002359390259
4,1749,,0.6875,1.2667070627212524
4,1799,,0.640625,1.301052451133728
4,1849,,0.6796875,1.2490402460098267
4,1899,,0.578125,1.3609554767608643
4,1949,,0.640625,1.2808022499084473
4,1954,0.6825000047683716,,
5,1999,,0.7578125,1.0791678428649902
5,2049,,0.6875,1.211409091949463
5,2099,,0.671875,1.2803832292556763
5,2149,,0.609375,1.3293694257736206
5,2199,,0.71875,1.1087886095046997
5,2249,,0.671875,1.1188021898269653
5,2299,,0.8515625,0.9182509183883667
5,2345,0.702459990978241,,
6,2349,,0.6875,1.1830445528030396
6,2399,,0.7734375,1.0357025861740112
6,2449,,0.6953125,1.1480934619903564
6,2499,,0.6875,1.0978889465332031
6,2549,,0.71875,1.089142918586731
6,2599,,0.7109375,1.1465810537338257
6,2649,,0.6875,1.235312581062317
6,2699,,0.71875,1.1269335746765137
6,2736,0.7200199961662292,,
7,2749,,0.7265625,1.1858718395233154
7,2799,,0.703125,1.1917364597320557
7,2849,,0.6953125,1.2341793775558472
7,2899,,0.703125,1.1080069541931152
7,2949,,0.65625,1.3032313585281372
7,2999,,0.7421875,1.1161916255950928
7,3049,,0.7578125,1.0478798151016235
7,3099,,0.6640625,1.2458394765853882
7,3127,0.7324399948120117,,
8,3149,,0.71875,1.120607614517212
8,3199,,0.75,1.039583444595337
8,3249,,0.78125,1.1170506477355957
8,3299,,0.734375,1.0769201517105103
8,3349,,0.78125,1.0231585502624512
8,3399,,0.7421875,1.083465337753296
8,3449,,0.765625,1.0673372745513916
8,3499,,0.71875,1.1399593353271484
8,3518,0.7450199723243713,,
9,3549,,0.7265625,1.1239736080169678
9,3599,,0.7734375,0.97930508852005
9,3649,,0.7265625,1.093854546546936
9,3699,,0.765625,1.0310052633285522
9,3749,,0.7265625,1.2108668088912964
9,3799,,0.734375,1.060824990272522
9,3849,,0.8359375,0.9584906697273254
9,3899,,0.8125,0.9818137884140015
9,3909,0.7582600116729736,,
10,3949,,0.75,1.0391250848770142
10,3999,,0.78125,1.0605889558792114
10,4049,,0.796875,0.9685049653053284
10,4099,,0.8125,0.9929347634315491
10,4149,,0.78125,0.9519767165184021
10,4199,,0.828125,0.8885673880577087
10,4249,,0.796875,0.9747698307037354
10,4299,,0.765625,1.0375314950942993
10,4300,0.7742199897766113,,
11,4349,,0.7890625,1.055677890777588
11,4399,,0.8125,0.9250930547714233
11,4449,,0.828125,0.9272983074188232
11,4499,,0.8125,0.9454340934753418
11,4549,,0.78125,0.985055148601532
11,4599,,0.8125,0.9754236936569214
11,4649,,0.796875,0.9580420851707458
11,4691,0.7890599966049194,,
12,4699,,0.828125,0.8999675512313843
12,4749,,0.796875,0.9440619349479675
12,4799,,0.8203125,0.9740957021713257
12,4849,,0.8046875,0.962203323841095
12,4899,,0.78125,0.9844887256622314
12,4949,,0.8046875,0.8604035973548889
12,4999,,0.8046875,1.0264558792114258
12,5049,,0.890625,0.8161323070526123
12,5082,0.8070799708366394,,
13,5099,,0.8046875,0.9587136507034302
13,5149,,0.8125,0.9000939726829529
13,5199,,0.84375,0.8605533838272095
13,5249,,0.859375,0.8115363717079163
13,5299,,0.8203125,0.8541773557662964
13,5349,,0.84375,0.8230519890785217
13,5399,,0.9296875,0.6989850997924805
13,5449,,0.8515625,0.8535043001174927
13,5473,0.8251000046730042,,
14,5499,,0.8671875,0.8560076951980591
14,5549,,0.8125,0.8452566862106323
14,5599,,0.890625,0.7617940306663513
14,5649,,0.7734375,1.0375128984451294
14,5699,,0.828125,0.8903132081031799
14,5749,,0.828125,0.9839350581169128
