epoch,step,train_loss
0,49,1.9609061479568481
0,99,1.7176027297973633
0,149,1.7569317817687988
0,199,1.6840698719024658
0,249,1.7150906324386597
0,299,1.7060198783874512
0,349,1.634737491607666
1,399,1.6154865026474
1,449,1.6057418584823608
1,499,1.4498834609985352
1,549,1.468923807144165
1,599,1.6323071718215942
1,649,1.3383227586746216
1,699,1.4614143371582031
1,749,1.4265552759170532
2,799,1.5218652486801147
2,849,1.5198439359664917
2,899,1.5287233591079712
2,949,1.356819987297058
2,999,1.2970842123031616
2,1049,1.5731686353683472
2,1099,1.416746973991394
2,1149,1.3419007062911987
3,1199,1.2621128559112549
3,1249,1.2340259552001953
3,1299,1.18961501121521
3,1349,1.2980931997299194
3,1399,1.3723515272140503
3,1449,1.2674481868743896
3,1499,1.2494053840637207
3,1549,1.1896626949310303
4,1599,1.2709197998046875
4,1649,1.139607548713684
4,1699,1.1435818672180176
4,1749,1.1290663480758667
4,1799,1.0823830366134644
4,1849,1.135061502456665
4,1899,1.1461364030838013
4,1949,1.2672988176345825
5,1999,1.2532750368118286
5,2049,1.0469014644622803
5,2099,1.1469862461090088
5,2149,1.14995539188385
5,2199,1.1050844192504883
5,2249,1.0579369068145752
5,2299,1.1349668502807617
6,2349,1.1131906509399414
6,2399,0.944008469581604
6,2449,1.1023277044296265
6,2499,1.0104001760482788
6,2549,1.1057603359222412
6,2599,1.1099607944488525
6,2649,1.0554122924804688
6,2699,1.056917667388916
7,2749,1.082598090171814
7,2799,0.9923466444015503
7,2849,1.045482873916626
7,2899,1.2094013690948486
7,2949,1.003016471862793
7,2999,1.1203488111495972
7,3049,0.9980309009552002
7,3099,1.0325313806533813
8,3149,0.9910355806350708
8,3199,0.933251678943634
8,3249,1.1349743604660034
8,3299,0.9746749997138977
8,3349,1.0605756044387817
8,3399,0.9622251987457275
8,3449,0.9089637994766235
8,3499,0.9845994710922241
9,3549,0.9796579480171204
9,3599,1.0054374933242798
9,3649,0.9175446033477783
9,3699,0.8906219601631165
9,3749,0.9944995045661926
9,3799,1.0362396240234375
9,3849,0.9657068848609924
9,3899,0.9552907347679138
10,3949,1.0846885442733765
10,3999,1.0742228031158447
10,4049,0.7960435748100281
10,4099,0.8425174355506897
10,4149,0.8792312741279602
10,4199,0.9256494641304016
10,4249,1.0722031593322754
10,4299,0.8509653806686401
11,4349,0.891294002532959
11,4399,0.8810320496559143
11,4449,0.7910917401313782
11,4499,0.9636812210083008
11,4549,0.8600493669509888
11,4599,0.9106141328811646
11,4649,0.8921555280685425
12,4699,0.863114058971405
12,4749,0.9108757376670837
12,4799,0.8195769190788269
12,4849,0.8636448383331299
12,4899,0.8632901310920715
12,4949,0.7720806002616882
12,4999,0.8349536061286926
12,5049,0.8806343078613281
13,5099,0.7597019672393799
13,5149,0.7399594187736511
13,5199,0.8152303099632263
13,5249,0.9538238644599915
13,5299,0.8077566623687744
13,5349,0.8378818035125732
13,5399,0.7872048020362854
13,5449,0.9648280143737793
14,5499,0.7874659895896912
14,5549,0.7933356761932373
14,5599,0.9025902152061462
14,5649,0.7458181381225586
14,5699,0.8054254055023193
14,5749,0.7968431115150452
14,5799,0.7335709929466248
14,5849,0.8592544198036194
15,5899,0.7136880159378052
15,5949,0.7731852531433105
15,5999,0.7312059998512268
15,6049,0.6770167350769043
15,6099,0.7726696133613586
15,6149,0.6570327281951904
15,6199,0.7450902462005615
15,6249,0.7263038754463196
16,6299,0.790077269077301
16,6349,0.6941540241241455
16,6399,0.786880612373352
16,6449,0.6949747204780579
16,6499,0.7809106111526489
16,6549,0.8314418792724609
16,6599,0.733889102935791
17,6649,0.7103208303451538
17,6699,0.7190643548965454
17,6749,0.7612131237983704
17,6799,0.6582980155944824
17,6849,0.6496919393539429
17,6899,0.6954690217971802
17,6949,0.6182690858840942
17,6999,0.7336375117301941
18,7049,0.7389927506446838
18,7099,0.6935585141181946
18,7149,0.7855093479156494
18,7199,0.7458827495574951
18,7249,0.629595160484314
18,7299,0.6508091688156128
18,7349,0.7087737321853638
18,7399,0.6281788945198059
19,7449,0.7212846279144287
19,7499,0.729507327079773
19,7549,0.6611748337745667
19,7599,0.7403914332389832
19,7649,0.6282930970191956
19,7699,0.6483289003372192
19,7749,0.711804211139679
19,7799,0.6693654656410217
