epoch,step,train_acc_epoch,train_acc_step,train_loss
10,4099,,0.859375,0.846118152141571
10,4149,,0.828125,0.9031246900558472
10,4199,,0.8984375,0.8405411243438721
10,4249,,0.8359375,0.8908108472824097
10,4299,,0.8359375,0.8819441795349121
10,4300,0.8532800078392029,,
11,4349,,0.9140625,0.7349573373794556
11,4399,,0.921875,0.7032567858695984
11,4449,,0.84375,0.8778454661369324
11,4499,,0.890625,0.7524250149726868
11,4549,,0.828125,0.8788409233093262
11,4599,,0.875,0.7886847853660583
11,4649,,0.9375,0.7119483947753906
11,4691,0.8704599738121033,,
12,4699,,0.921875,0.6832265257835388
12,4749,,0.859375,0.7530823349952698
12,4799,,0.875,0.8448954820632935
12,4849,,0.8984375,0.7449170351028442
12,4899,,0.8984375,0.7407140135765076
12,4949,,0.921875,0.6697171330451965
12,4999,,0.875,0.7920668125152588
12,5049,,0.9296875,0.6559383273124695
12,5082,0.8892999887466431,,
13,5099,,0.890625,0.7771320343017578
13,5149,,0.9375,0.730405330657959
13,5199,,0.90625,0.6927715539932251
13,5249,,0.90625,0.7122165560722351
13,5299,,0.921875,0.6757045388221741
13,5349,,0.90625,0.6870299577713013
13,5399,,0.921875,0.7009133696556091
13,5449,,0.9140625,0.7044425010681152
13,5473,0.9086800217628479,,
14,5499,,0.8828125,0.7250040173530579
14,5549,,0.9453125,0.6044674515724182
14,5599,,0.921875,0.7235515117645264
14,5649,,0.9140625,0.7191764712333679
14,5699,,0.9453125,0.6486819982528687
14,5749,,0.9140625,0.7363027334213257
14,5799,,0.9453125,0.6778799891471863
14,5849,,0.921875,0.7231292724609375
14,5864,0.9259799718856812,,
15,5899,,0.9765625,0.593016505241394
15,5949,,0.921875,0.6778247952461243
15,5999,,0.9609375,0.5971329212188721
15,6049,,0.9453125,0.6276540160179138
15,6099,,0.921875,0.6928485631942749
15,6149,,0.9296875,0.6863042712211609
15,6199,,0.9609375,0.6067643761634827
15,6249,,0.921875,0.704935610294342
15,6255,0.9416000247001648,,
16,6299,,0.9609375,0.609492838382721
16,6349,,0.9453125,0.6362125873565674
16,6399,,0.9296875,0.6577164530754089
16,6449,,0.9296875,0.7216489315032959
16,6499,,0.9609375,0.5973416566848755
16,6549,,0.9296875,0.6484560966491699
16,6599,,0.96875,0.6083603501319885
16,6646,0.9571999907493591,,
17,6649,,0.9765625,0.5587270855903625
17,6699,,0.9375,0.6274662017822266
17,6749,,0.96875,0.5884240865707397
17,6799,,0.96875,0.6040815114974976
17,6849,,0.9375,0.6570109724998474
17,6899,,0.9609375,0.6148049831390381
17,6949,,0.9609375,0.612109899520874
17,6999,,0.9765625,0.5697411894798279
17,7037,0.9686400294303894,,
18,7049,,0.9609375,0.6092998385429382
18,7099,,0.984375,0.5696157813072205
18,7149,,0.96875,0.5756333470344543
18,7199,,0.9765625,0.5674213767051697
18,7249,,0.953125,0.6274184584617615
18,7299,,0.9765625,0.5582822561264038
18,7349,,0.984375,0.5549011826515198
18,7399,,1.0,0.5234475135803223
18,7428,0.9740800261497498,,
19,7449,,0.9609375,0.58950275182724
19,7499,,0.9921875,0.5431798696517944
19,7549,,0.984375,0.565775454044342
19,7599,,0.9609375,0.5887210965156555
19,7649,,0.984375,0.5406540632247925
19,7699,,0.96875,0.6147433519363403
19,7749,,0.984375,0.5510463714599609
19,7799,,0.9765625,0.5756654143333435
19,7819,0.9784799814224243,,
